code,name,status,ok_1d,ok_1m,count_1d,count_1m
688292.SH,浩瀚深度,Success,True,True,513,6544
689009.SH,九号公司-WD,Success,True,True,513,6544
600601.SH,方正科技,Success,True,True,513,6544
603848.SH,好太太,Success,True,True,513,6544
600675.SH,中华企业,Success,True,True,513,6544
603565.SH,中谷物流,Success,True,True,513,6544
688661.SH,和林微纳,Success,True,True,513,6544
601069.SH,西部黄金,Success,True,True,513,6544
603511.SH,爱慕股份,Success,True,True,513,6544
688615.SH,合合信息,Success,True,True,335,6544
688378.SH,奥来德,Success,True,True,513,6544
688717.SH,艾罗能源,Success,True,True,512,6544
603008.SH,喜临门,Success,True,True,513,6544
601598.SH,中国外运,Success,True,True,513,6544
688390.SH,固德威,Success,True,True,513,6544
600703.SH,三安光电,Success,True,True,513,6544
600318.SH,新力金融,Success,True,True,513,6544
600777.SH,*ST新潮,Success,True,True,513,6544
600992.SH,贵绳股份,Success,True,True,513,6544
600423.SH,柳化股份,Success,True,True,513,6545
600038.SH,中直股份,Success,True,True,513,6544
603328.SH,依顿电子,Success,True,True,513,6545
603733.SH,仙鹤股份,Success,True,True,513,6544
605011.SH,杭州热电,Success,True,True,513,6545
688058.SH,宝兰德,Success,True,True,513,6545
688443.SH,智翔金泰-U,Success,True,True,513,6545
688535.SH,华海诚科,Success,True,True,513,6545
605167.SH,利柏特,Success,True,True,513,6545
600521.SH,华海药业,Success,True,True,513,6545
688818.SH,C电科,Success,True,True,2,279
601139.SH,深圳燃气,Success,True,True,513,6545
603918.SH,金桥信息,Success,True,True,513,6545
600725.SH,云维股份,Success,True,True,513,6545
600751.SH,海航科技,Success,True,True,513,6545
605289.SH,罗曼股份,Success,True,True,513,6545
600248.SH,陕建股份,Success,True,True,513,6545
600653.SH,申华控股,Success,True,True,513,6545
603158.SH,腾龙股份,Success,True,True,513,6545
601991.SH,大唐发电,Success,True,True,513,6545
688633.SH,星球石墨,Success,True,True,513,6545
603886.SH,元祖股份,Success,True,True,513,6545
688228.SH,开普云,Success,True,True,513,6545
600736.SH,苏州高新,Success,True,True,513,6545
600359.SH,新农开发,Success,True,True,513,6545
600742.SH,富维股份,Success,True,True,513,6545
605398.SH,新炬网络,Success,True,True,513,6545
601868.SH,中国能建,Success,True,True,513,6545
603049.SH,中策橡胶,Success,True,True,172,6545
603997.SH,继峰股份,Success,True,True,513,6545
688722.SH,同益中,Success,True,True,513,6545
688339.SH,亿华通-U,Success,True,True,513,6545
601880.SH,辽港股份,Success,True,True,513,6545
688620.SH,安凯微,Success,True,True,513,6545
603895.SH,天永智能,Success,True,True,513,6545
603809.SH,豪能股份,Success,True,True,513,6545
600640.SH,国脉文化,Success,True,True,513,6545
600969.SH,郴电国际,Success,True,True,513,6545
688450.SH,光格科技,Success,True,True,513,6545
600444.SH,国机通用,Success,True,True,513,6545
600981.SH,苏豪汇鸿,Success,True,True,513,6545
600546.SH,山煤国际,Success,True,True,513,6545
600129.SH,太极集团,Success,True,True,513,6545
600883.SH,博闻科技,Success,True,True,513,6545
688526.SH,科前生物,Success,True,True,513,6545
603239.SH,浙江仙通,Success,True,True,513,6545
688552.SH,航天南湖,Success,True,True,513,6545
603656.SH,泰禾智能,Success,True,True,513,6545
605100.SH,华丰股份,Success,True,True,513,6545
603713.SH,密尔克卫,Success,True,True,513,6545
603308.SH,应流股份,Success,True,True,513,6545
600084.SH,中信尼雅,Success,True,True,513,6545
603767.SH,中马传动,Success,True,True,513,6545
688078.SH,龙软科技,Success,True,True,513,6545
600477.SH,杭萧钢构,Success,True,True,513,6545
688090.SH,瑞松科技,Success,True,True,513,6545
601698.SH,中国卫通,Success,True,True,513,6545
600018.SH,上港集团,Success,True,True,513,6545
600403.SH,大有能源,Success,True,True,513,6545
600575.SH,淮河能源,Success,True,True,513,6545
688192.SH,迪哲医药-U,Success,True,True,513,6545
688589.SH,力合微,Success,True,True,513,6545
600501.SH,航天晨光,Success,True,True,513,6545
603296.SH,华勤技术,Success,True,True,513,6545
600186.SH,莲花控股,Success,True,True,513,6545
688515.SH,裕太微-U,Success,True,True,513,6545
603611.SH,诺力股份,Success,True,True,513,6545
601369.SH,陕鼓动力,Success,True,True,513,6545
688561.SH,奇安信-U,Success,True,True,513,6545
603665.SH,康隆达,Success,True,True,513,6545
600858.SH,银座股份,Success,True,True,513,6546
605133.SH,嵘泰股份,Success,True,True,513,6546
688396.SH,华润微,Success,True,True,513,6546
603938.SH,三孚股份,Success,True,True,513,6546
603489.SH,八方股份,Success,True,True,513,6546
603092.SH,德力佳,Success,True,True,67,6546
600771.SH,广誉远,Success,True,True,513,6546
688765.SH,禾元生物-U,Success,True,True,75,6546
605337.SH,李子园,Success,True,True,513,6546
600382.SH,广东明珠,Success,True,True,513,6546
688711.SH,宏微科技,Success,True,True,513,6546
603178.SH,圣龙股份,Success,True,True,513,6546
688667.SH,菱电电控,Success,True,True,513,6546
603517.SH,ST绝味,Success,True,True,513,6546
600280.SH,中央商场,Success,True,True,513,6546
688208.SH,道通科技,Success,True,True,513,6546
688613.SH,奥精医疗,Success,True,True,513,6546
603190.SH,亚通精工,Success,True,True,513,6546
600673.SH,东阳光,Success,True,True,513,6546
600268.SH,国电南自,Success,True,True,513,6546
688776.SH,国光电气,Success,True,True,513,6546
603069.SH,海汽集团,Success,True,True,513,6546
600391.SH,航发科技,Success,True,True,513,6546
688319.SH,欧林生物,Success,True,True,513,6546
688702.SH,盛科通信-U,Success,True,True,513,6546
603406.SH,天富龙,Success,True,True,126,6546
688385.SH,复旦微电,Success,True,True,513,6546
600716.SH,凤凰股份,Success,True,True,513,6546
603081.SH,大丰实业,Success,True,True,513,6546
600379.SH,宝光股份,Success,True,True,513,6546
603598.SH,引力传媒,Success,True,True,513,6546
603183.SH,建研院,Success,True,True,513,6546
688287.SH,*ST观典,Success,True,True,513,6546
603829.SH,洛凯股份,Success,True,True,513,6546
600660.SH,福耀玻璃,Success,True,True,513,6546
600293.SH,三峡新材,Success,True,True,513,6546
600688.SH,上海石化,Success,True,True,513,6546
601008.SH,连云港,Success,True,True,513,6546
688600.SH,皖仪科技,Success,True,True,513,6546
603387.SH,基蛋生物,Success,True,True,513,6546
688083.SH,中望软件,Success,True,True,513,6546
688498.SH,源杰科技,Success,True,True,513,6546
600410.SH,华胜天成,Success,True,True,513,6546
603700.SH,宁水集团,Success,True,True,513,6546
605056.SH,咸亨国际,Success,True,True,513,6546
600097.SH,开创国际,Success,True,True,513,6546
600195.SH,中牧股份,Success,True,True,513,6546
688506.SH,百利天恒,Success,True,True,513,6546
603602.SH,纵横通信,Success,True,True,513,6546
603219.SH,富佳股份,Success,True,True,513,6546
688169.SH,石头科技,Success,True,True,513,6546
603676.SH,卫信康,Success,True,True,513,6546
600566.SH,济川药业,Success,True,True,513,6546
688181.SH,八亿时空,Success,True,True,513,6546
601789.SH,宁波建工,Success,True,True,513,6546
600109.SH,国金证券,Success,True,True,513,6546
600512.SH,腾达建设,Success,True,True,513,6546
603285.SH,键邦股份,Success,True,True,392,6546
601918.SH,新集能源,Success,True,True,513,6546
600229.SH,城市传媒,Success,True,True,513,6546
603556.SH,海兴电力,Success,True,True,513,6547
688652.SH,京仪装备,Success,True,True,513,6547
688249.SH,晶合集成,Success,True,True,513,6547
603139.SH,康惠股份,Success,True,True,513,6547
688626.SH,翔宇医疗,Success,True,True,513,6547
603893.SH,瑞芯微,Success,True,True,513,6547
688750.SH,金天钛业,Success,True,True,301,6547
601158.SH,重庆水务,Success,True,True,513,6547
603991.SH,至正股份,Success,True,True,513,6547
601886.SH,江河集团,Success,True,True,513,6547
605376.SH,博迁新材,Success,True,True,513,6547
600730.SH,中国高科,Success,True,True,513,6547
603979.SH,金诚信,Success,True,True,513,6547
600744.SH,华银电力,Success,True,True,513,6547
688520.SH,神州细胞,Success,True,True,513,6547
601328.SH,交通银行,Success,True,True,513,6547
600819.SH,耀皮玻璃,Success,True,True,513,6547
603650.SH,彤程新材,Success,True,True,513,6547
600540.SH,新赛股份,Success,True,True,513,6547
600885.SH,宏发股份,Success,True,True,513,6547
605098.SH,行动教育,Success,True,True,513,6547
600059.SH,古越龙山,Success,True,True,513,6547
600987.SH,航民股份,Success,True,True,513,6547
600436.SH,片仔癀,Success,True,True,513,6547
603726.SH,朗迪集团,Success,True,True,513,6547
688039.SH,当虹科技,Success,True,True,513,6547
688456.SH,有研粉材,Success,True,True,513,6547
600148.SH,长春一东,Success,True,True,513,6547
605189.SH,富春染织,Success,True,True,513,6547
600527.SH,江南高纤,Success,True,True,513,6547
688128.SH,中国电研,Success,True,True,513,6547
688533.SH,上声电子,Success,True,True,513,6547
603637.SH,镇海股份,Success,True,True,513,6547
603258.SH,电魂网络,Success,True,True,513,6547
600908.SH,无锡银行,Success,True,True,513,6547
600425.SH,青松建化,Success,True,True,513,6547
601997.SH,贵阳银行,Success,True,True,513,6547
603880.SH,南卫股份,Success,True,True,513,6547
600621.SH,华鑫股份,Success,True,True,513,6547
603868.SH,飞科电器,Success,True,True,513,6547
600655.SH,豫园股份,Success,True,True,513,6547
600338.SH,西藏珠峰,Success,True,True,513,6547
600757.SH,长江传媒,Success,True,True,513,6547
688358.SH,祥生医疗,Success,True,True,513,6547
603982.SH,泉峰汽车,Success,True,True,513,6547
688737.SH,中自科技,Success,True,True,513,6547
603028.SH,赛福天,Success,True,True,513,6547
605365.SH,立达信,Success,True,True,513,6547
688177.SH,百奥泰,Success,True,True,513,6547
603668.SH,天马科技,Success,True,True,513,6547
603273.SH,天元智能,Success,True,True,513,6547
600855.SH,航天长峰,Success,True,True,513,6547
600590.SH,泰豪科技,Success,True,True,513,6547
688518.SH,联赢激光,Success,True,True,513,6547
688103.SH,国力电子,Success,True,True,513,6547
603207.SH,小方制药,Success,True,True,356,6547
600821.SH,金开新能,Success,True,True,513,6547
688584.SH,上海合晶,Success,True,True,486,6547
600117.SH,西宁特钢,Success,True,True,513,6547
603680.SH,今创集团,Success,True,True,513,6547
600163.SH,中闽能源,Success,True,True,513,6548
600578.SH,京能电力,Success,True,True,513,6547
603399.SH,永杉锂业,Success,True,True,513,6548
688486.SH,龙迅股份,Success,True,True,513,6547
600015.SH,华夏银行,Success,True,True,513,6548
600061.SH,国投资本,Success,True,True,513,6547
688075.SH,安旭生物,Success,True,True,513,6548
603305.SH,旭升集团,Success,True,True,513,6548
600089.SH,特变电工,Success,True,True,513,6548
601212.SH,白银有色,Success,True,True,513,6548
688001.SH,华兴源创,Success,True,True,513,6548
601609.SH,金田股份,Success,True,True,513,6548
603843.SH,*ST正平,Success,True,True,513,6548
600265.SH,ST景谷,Success,True,True,513,6548
603586.SH,金麒麟,Success,True,True,513,6548
688682.SH,霍莱沃,Success,True,True,513,6548
688299.SH,长阳科技,Success,True,True,513,6548
600211.SH,西藏药业,Success,True,True,513,6548
603101.SH,汇嘉时代,Success,True,True,513,6548
600696.SH,*ST岩石,Success,True,True,513,6548
601016.SH,节能风电,Success,True,True,513,6548
688205.SH,德科立,Success,True,True,513,6548
603175.SH,超颖电子,Success,True,True,77,6548
688271.SH,联影医疗,Success,True,True,513,6548
600794.SH,保税科技,Success,True,True,513,6548
688307.SH,中润光学,Success,True,True,513,6548
603418.SH,友升股份,Success,True,True,94,6548
688373.SH,盟科药业-U,Success,True,True,513,6548
688768.SH,容知日新,Success,True,True,513,6548
603077.SH,和邦生物,Success,True,True,513,6548
600367.SH,红星发展,Success,True,True,513,6548
601188.SH,龙江交通,Success,True,True,513,6548
600708.SH,光明地产,Success,True,True,513,6548
600313.SH,农发种业,Success,True,True,513,6548
603112.SH,华翔股份,Success,True,True,513,6548
600685.SH,中船防务,Success,True,True,513,6548
601005.SH,重庆钢铁,Success,True,True,513,6548
688216.SH,气派科技,Success,True,True,513,6548
603166.SH,福达股份,Success,True,True,513,6548
688262.SH,国芯科技,Success,True,True,513,6548
688679.SH,通源环境,Success,True,True,513,6548
600276.SH,恒瑞医药,Success,True,True,513,6548
601933.SH,永辉超市,Success,True,True,513,6548
603595.SH,ST东尼,Success,True,True,513,6548
601099.SH,太平洋,Success,True,True,513,6548
688691.SH,灿芯股份,Success,True,True,449,6548
600619.SH,海立股份,Success,True,True,513,6548
600202.SH,哈空调,Success,True,True,513,6548
688793.SH,倍轻松,Success,True,True,513,6548
603926.SH,铁流股份,Success,True,True,513,6548
688388.SH,嘉元科技,Success,True,True,513,6548
600300.SH,维维股份,Success,True,True,513,6548
600787.SH,中储股份,Success,True,True,513,6548
601107.SH,四川成渝,Success,True,True,513,6548
688314.SH,康拓医疗,Success,True,True,513,6548
603010.SH,万盛股份,Success,True,True,513,6548
688360.SH,德马科技,Success,True,True,513,6548
601568.SH,北元集团,Success,True,True,513,6548
688597.SH,煜邦电力,Success,True,True,513,6548
600104.SH,上汽集团,Success,True,True,513,6548
603288.SH,海天味业,Success,True,True,513,6548
603693.SH,江苏新能,Success,True,True,513,6548
600170.SH,上海建工,Success,True,True,513,6548
601377.SH,兴业证券,Success,True,True,513,6548
603260.SH,合盛硅业,Success,True,True,513,6548
600846.SH,同济科技,Success,True,True,513,6548
600583.SH,海油工程,Success,True,True,513,6548
600198.SH,大唐电信,Success,True,True,513,6548
688110.SH,东芯股份,Success,True,True,513,6548
601718.SH,际华集团,Success,True,True,513,6548
603214.SH,爱婴室,Success,True,True,513,6549
603779.SH,威龙股份,Success,True,True,513,6549
688066.SH,航天宏图,Success,True,True,513,6549
603316.SH,诚邦股份,Success,True,True,513,6548
600930.SH,XD华电新,Success,True,True,143,6549
600481.SH,双良节能,Success,True,True,513,6549
688409.SH,富创精密,Success,True,True,513,6549
688012.SH,中微公司,Success,True,True,513,6549
601686.SH,友发集团,Success,True,True,513,6549
600006.SH,东风股份,Success,True,True,513,6549
600072.SH,中船科技,Success,True,True,513,6549
600469.SH,风神股份,Success,True,True,513,6549
600352.SH,浙江龙盛,Success,True,True,513,6549
600749.SH,西藏旅游,Success,True,True,513,6549
603900.SH,莱绅通灵,Success,True,True,513,6549
600326.SH,西藏天路,Success,True,True,513,6549
601121.SH,宝地矿业,Success,True,True,513,6549
688729.SH,屹唐股份,Success,True,True,149,6549
688332.SH,中科蓝讯,Success,True,True,513,6549
603036.SH,如通股份,Success,True,True,513,6549
601155.SH,新城控股,Success,True,True,513,6549
603042.SH,华脉科技,Success,True,True,513,6549
688230.SH,芯导科技,Success,True,True,513,6549
688244.SH,永信至诚,Success,True,True,513,6549
603876.SH,鼎胜新材,Success,True,True,513,6549
600250.SH,南京商旅,Success,True,True,513,6549
603344.SH,星德胜,Success,True,True,463,6549
600962.SH,国投中鲁,Success,True,True,513,6549
605009.SH,豪悦护理,Success,True,True,513,6549
603330.SH,天洋新材,Success,True,True,513,6549
600916.SH,中国黄金,Success,True,True,513,6549
600020.SH,中原高速,Success,True,True,513,6549
600054.SH,黄山旅游,Success,True,True,513,6549
600539.SH,狮头股份,Success,True,True,513,6549
600888.SH,新疆众和,Success,True,True,513,6549
688800.SH,瑞可达,Success,True,True,513,6549
600156.SH,华升股份,Success,True,True,513,6549
688559.SH,海目星,Success,True,True,513,6549
600860.SH,京城股份,Success,True,True,513,6549
688136.SH,科兴制药,Success,True,True,513,6549
603232.SH,格尔软件,Success,True,True,513,6549
603629.SH,利通电子,Success,True,True,513,6549
600814.SH,杭州解百,Success,True,True,513,6549
600999.SH,招商证券,Success,True,True,513,6549
600428.SH,中远海特,Success,True,True,513,6549
600033.SH,福建高速,Success,True,True,513,6549
605086.SH,龙高股份,Success,True,True,513,6549
603357.SH,设计总院,Success,True,True,513,6549
600971.SH,恒源煤电,Success,True,True,513,6549
688053.SH,ST思科瑞,Success,True,True,513,6549
688448.SH,磁谷科技,Success,True,True,513,6549
603323.SH,苏农银行,Success,True,True,513,6549
603738.SH,泰晶科技,Success,True,True,513,6549
600905.SH,三峡能源,Success,True,True,513,6549
688027.SH,国盾量子,Success,True,True,513,6549
688151.SH,华强科技,Success,True,True,513,6549
603255.SH,鼎际得,Success,True,True,513,6549
600873.SH,梅花生物,Success,True,True,513,6549
605118.SH,力鼎光电,Success,True,True,513,6549
601336.SH,新华保险,Success,True,True,513,6549
688125.SH,安达智能,Success,True,True,513,6550
603221.SH,爱丽家居,Success,True,True,513,6550
605577.SH,龙版传媒,Success,True,True,513,6550
600807.SH,济高发展,Success,True,True,513,6550
600131.SH,国网信通,Success,True,True,513,6550
688321.SH,微芯生物,Success,True,True,513,6550
603025.SH,大豪科技,Success,True,True,513,6550
601898.SH,中煤能源,Success,True,True,513,6550
605368.SH,蓝天燃气,Success,True,True,513,6550
688355.SH,明志科技,Success,True,True,513,6549
603051.SH,鹿山新材,Success,True,True,513,6550
603967.SH,中创物流,Success,True,True,513,6550
600335.SH,国机汽车,Success,True,True,513,6550
600243.SH,*ST海华,Success,True,True,513,6550
600658.SH,电子城,Success,True,True,513,6550
603811.SH,诚意药业,Success,True,True,513,6550
600237.SH,铜峰电子,Success,True,True,513,6550
603127.SH,昭衍新药,Success,True,True,513,6550
688638.SH,誉辰智能,Success,True,True,513,6550
688223.SH,晶科能源,Success,True,True,513,6550
603153.SH,上海建科,Success,True,True,513,6550
688257.SH,新锐股份,Success,True,True,513,6550
600055.SH,万东医疗,Success,True,True,513,6550
600021.SH,上海电力,Success,True,True,513,6550
600917.SH,重庆燃气,Success,True,True,513,6550
603331.SH,百达精工,Success,True,True,513,6550
688035.SH,德邦科技,Success,True,True,513,6550
601226.SH,华电科工,Success,True,True,513,6550
600963.SH,岳阳林纸,Success,True,True,513,6550
605008.SH,长鸿高科,Success,True,True,513,6550
603345.SH,安井食品,Success,True,True,513,6550
688041.SH,海光信息,Success,True,True,513,6550
688137.SH,近岸蛋白,Success,True,True,513,6550
600815.SH,厦工股份,Success,True,True,513,6550
603628.SH,清源股份,Success,True,True,513,6550
603233.SH,大参林,Success,True,True,513,6550
688558.SH,国盛智科,Success,True,True,513,6550
688143.SH,长盈通,Success,True,True,513,6550
600861.SH,北京人力,Success,True,True,513,6550
600157.SH,永泰能源,Success,True,True,513,6550
605196.SH,华通线缆,Success,True,True,513,6550
600123.SH,兰花科创,Success,True,True,513,6550
600538.SH,国发股份,Success,True,True,513,6550
600889.SH,南京化纤,Success,True,True,513,6550
688347.SH,华虹公司,Success,True,True,513,6550
603043.SH,广州酒家,Success,True,True,513,6550
603458.SH,勘设股份,Success,True,True,513,6550
688333.SH,铂力特,Success,True,True,513,6550
688728.SH,格科微,Success,True,True,513,6550
603037.SH,凯众股份,Success,True,True,513,6550
600327.SH,大东方,Success,True,True,513,6550
603901.SH,永创智能,Success,True,True,513,6550
601816.SH,京沪高铁,Success,True,True,513,6550
600748.SH,上实发展,Success,True,True,513,6550
600353.SH,旭光电子,Success,True,True,513,6550
603803.SH,瑞斯康达,Success,True,True,513,6550
600251.SH,冠农股份,Success,True,True,513,6550
603877.SH,太平鸟,Success,True,True,513,6550
603135.SH,中重科技,Success,True,True,513,6550
601988.SH,中国银行,Success,True,True,513,6550
688231.SH,隆达股份,Success,True,True,513,6550
601022.SH,宁波远洋,Success,True,True,513,6550
603912.SH,佳力图,Success,True,True,513,6550
600340.SH,华夏幸福,Success,True,True,513,6550
603966.SH,法兰泰克,Success,True,True,513,6550
603050.SH,科林电气,Success,True,True,513,6551
601528.SH,瑞丰银行,Success,True,True,513,6550
688320.SH,禾川科技,Success,True,True,513,6550
601133.SH,柏诚股份,Success,True,True,513,6551
605369.SH,拱东医疗,Success,True,True,513,6550
601899.SH,紫金矿业,Success,True,True,513,6551
688256.SH,寒武纪-U,Success,True,True,513,6551
603126.SH,中材节能,Success,True,True,513,6551
688222.SH,成都先导,Success,True,True,513,6551
688639.SH,华恒生物,Success,True,True,513,6551
600236.SH,桂冠电力,Success,True,True,513,6551
603810.SH,丰山集团,Success,True,True,513,6551
603739.SH,蔚蓝生物,Success,True,True,513,6551
603322.SH,超讯通信,Success,True,True,513,6551
688026.SH,洁特生物,Success,True,True,513,6551
600970.SH,中材国际,Success,True,True,513,6551
603356.SH,华菱精工,Success,True,True,513,6551
688449.SH,联芸科技,Success,True,True,294,6551
688052.SH,纳芯微,Success,True,True,513,6551
600998.SH,九州通,Success,True,True,513,6551
600032.SH,浙江新能,Success,True,True,513,6551
600429.SH,三元股份,Success,True,True,513,6551
600130.SH,*ST波导,Success,True,True,513,6551
603220.SH,中贝通信,Success,True,True,513,6551
688150.SH,莱特光电,Success,True,True,513,6551
600872.SH,中炬高新,Success,True,True,513,6551
688270.SH,臻镭科技,Success,True,True,513,6551
603100.SH,川仪股份,Success,True,True,513,6551
600697.SH,欧亚集团,Success,True,True,513,6551
603587.SH,地素时尚,Success,True,True,513,6551
601921.SH,浙版传媒,Success,True,True,513,6551
600210.SH,紫江企业,Success,True,True,513,6551
688298.SH,东方生物,Success,True,True,513,6551
603836.SH,海程邦达,Success,True,True,513,6551
688683.SH,莱尔科技,Success,True,True,513,6551
600312.SH,平高电气,Success,True,True,513,6551
600366.SH,宁波韵升,Success,True,True,513,6551
601857.SH,中国石油,Success,True,True,513,6551
688372.SH,伟测科技,Success,True,True,513,6551
603076.SH,乐惠国际,Success,True,True,513,6551
688306.SH,均普智能,Success,True,True,513,6551
600795.SH,国电电力,Success,True,True,513,6551
603002.SH,宏昌电子,Success,True,True,513,6551
600579.SH,中化装备,Success,True,True,513,6551
600162.SH,香江控股,Success,True,True,513,6551
600116.SH,三峡水利,Success,True,True,513,6551
688585.SH,上纬新材,Success,True,True,513,6551
603681.SH,永冠新材,Success,True,True,513,6551
688102.SH,斯瑞新材,Success,True,True,513,6551
688519.SH,南亚新材,Success,True,True,513,6551
601311.SH,骆驼股份,Success,True,True,513,6551
600820.SH,隧道股份,Success,True,True,513,6551
603206.SH,嘉环科技,Success,True,True,513,6551
688176.SH,亚虹医药-U,Success,True,True,513,6551
600854.SH,春兰股份,Success,True,True,513,6551
603272.SH,联翔股份,Success,True,True,513,6551
603669.SH,灵康药业,Success,True,True,513,6551
601608.SH,中信重工,Success,True,True,513,6551
600088.SH,中视传媒,Success,True,True,513,6551
600493.SH,凤竹纺织,Success,True,True,513,6551
600956.SH,新天绿能,Success,True,True,513,6551
603370.SH,华新精科,Success,True,True,106,6551
600060.SH,海信视像,Success,True,True,513,6551
603398.SH,*ST沐邦,Success,True,True,513,6551
688111.SH,金山办公,Success,True,True,513,6551
600199.SH,金种子酒,Success,True,True,513,6552
600582.SH,天地科技,Success,True,True,513,6552
605158.SH,华达新材,Success,True,True,513,6552
600833.SH,第一医药,Success,True,True,513,6552
603215.SH,比依股份,Success,True,True,513,6552
688165.SH,埃夫特-U,Success,True,True,513,6552
600847.SH,万里股份,Success,True,True,513,6552
603261.SH,*ST立航,Success,True,True,513,6552
600171.SH,上海贝岭,Success,True,True,513,6552
600105.SH,永鼎股份,Success,True,True,513,6552
688596.SH,正帆科技,Success,True,True,513,6552
603289.SH,泰瑞机器,Success,True,True,513,6552
600468.SH,百利电气,Success,True,True,513,6552
600073.SH,光明肉业,Success,True,True,513,6552
603790.SH,雅运股份,Success,True,True,513,6552
600007.SH,中国国贸,Success,True,True,513,6552
603317.SH,天味食品,Success,True,True,513,6552
688013.SH,天臣医疗,Success,True,True,513,6552
688408.SH,中信博,Success,True,True,513,6552
601200.SH,上海环境,Success,True,True,513,6552
600480.SH,凌云股份,Success,True,True,513,6552
603363.SH,傲农生物,Success,True,True,513,6552
603778.SH,国晟科技,Success,True,True,513,6552
688067.SH,爱威科技,Success,True,True,513,6552
600203.SH,福日电子,Success,True,True,513,6552
600618.SH,氯碱化工,Success,True,True,513,6552
601098.SH,中南传媒,Success,True,True,513,6552
603825.SH,ST华扬,Success,True,True,513,6552
688690.SH,纳微科技,Success,True,True,513,6552
603167.SH,渤海轮渡,Success,True,True,513,6552
688678.SH,福立旺,Success,True,True,513,6552
603508.SH,思维列控,Success,True,True,513,6070
603113.SH,金能科技,Success,True,True,513,6552
688217.SH,睿昂基因,Success,True,True,513,6552
600684.SH,珠江股份,Success,True,True,513,6552
688361.SH,中科飞测,Success,True,True,513,6552
603065.SH,宿迁联盛,Success,True,True,513,6552
688315.SH,诺禾致源,Success,True,True,513,6552
601106.SH,中国一重,Success,True,True,513,6552
603011.SH,合锻智能,Success,True,True,513,6552
600301.SH,华锡有色,Success,True,True,513,6552
688389.SH,普门科技,Success,True,True,513,6552
603927.SH,中科软,Success,True,True,513,6552
603496.SH,恒为科技,Success,True,True,513,6552
600375.SH,汉马科技,Success,True,True,513,6552
600535.SH,天士力,Success,True,True,513,6552
600884.SH,杉杉股份,Success,True,True,513,6552
605580.SH,恒盛能源,Success,True,True,513,6552
688521.SH,芯原股份,Success,True,True,513,6552
600818.SH,中路股份,Success,True,True,513,6552
605005.SH,合兴股份,Success,True,True,513,6552
603348.SH,文灿股份,Success,True,True,513,6552
603727.SH,博迈科,Success,True,True,513,6552
688038.SH,中科通达,Success,True,True,513,6552
600986.SH,浙文互联,Success,True,True,513,6552
605099.SH,共创草坪,Success,True,True,513,6552
600058.SH,五矿发展,Success,True,True,513,4624
603138.SH,海量数据,Success,True,True,513,6552
601985.SH,中国核电,Success,True,True,513,6552
688627.SH,精智达,Success,True,True,513,6552
603557.SH,ST起步,Success,True,True,513,6552
688248.SH,南网科技,Success,True,True,513,6553
688653.SH,康希通信,Success,True,True,513,6553
601919.SH,中远海控,Success,True,True,513,6553
600633.SH,浙数文化,Success,True,True,513,6552
600228.SH,*ST返利,Success,True,True,513,6552
600745.SH,闻泰科技,Success,True,True,513,6553
603978.SH,深圳新星,Success,True,True,513,6553
600731.SH,湖南海利,Success,True,True,513,6553
603990.SH,麦迪科技,Success,True,True,513,6553
605377.SH,华旺科技,Success,True,True,513,6553
603421.SH,鼎信通讯,Success,True,True,513,6553
605303.SH,园林股份,Success,True,True,513,6553
600654.SH,中安科,Success,True,True,513,6553
603869.SH,ST智知,Success,True,True,513,6553
600620.SH,天宸股份,Success,True,True,513,6553
605266.SH,健之佳,Success,True,True,513,6553
601996.SH,丰林集团,Success,True,True,513,6553
603530.SH,神马电力,Success,True,True,513,6553
603881.SH,数据港,Success,True,True,513,6553
603983.SH,丸美生物,Success,True,True,513,6553
603029.SH,天鹅股份,Success,True,True,513,6553
688359.SH,三孚新科,Success,True,True,513,6553
600756.SH,浪潮软件,Success,True,True,513,6553
600722.SH,金牛化工,Success,True,True,513,6553
600339.SH,中油工程,Success,True,True,513,6553
601808.SH,中海油服,Success,True,True,513,6553
603259.SH,药明康德,Success,True,True,513,6553
688129.SH,东来技术,Success,True,True,513,6553
603636.SH,南威软件,Success,True,True,513,6553
600526.SH,菲达环保,Success,True,True,513,6553
600897.SH,厦门空港,Success,True,True,513,6553
600149.SH,廊坊发展,Success,True,True,513,6553
600552.SH,凯盛科技,Success,True,True,513,6553
605188.SH,国光连锁,Success,True,True,513,6553
600995.SH,南网储能,Success,True,True,513,6553
605016.SH,百龙创园,Success,True,True,513,6553
600909.SH,华安证券,Success,True,True,513,6553
688981.SH,中芯国际,Success,True,True,513,6553
601238.SH,广汽集团,Success,True,True,513,6553
601118.SH,海南橡胶,Success,True,True,513,6553
688710.SH,益诺思,Success,True,True,350,6553
600798.SH,宁波海运,Success,True,True,513,6553
600383.SH,金地集团,Success,True,True,513,6553
601577.SH,长沙银行,Success,True,True,513,6553
605336.SH,帅丰电器,Success,True,True,513,6553
600770.SH,综艺股份,Success,True,True,513,6553
600704.SH,物产中大,Success,True,True,513,6553
603939.SH,益丰药房,Success,True,True,513,6553
603093.SH,南华期货,Success,True,True,513,6553
603488.SH,展鹏科技,Success,True,True,513,6553
601958.SH,金钼股份,Success,True,True,513,6553
600269.SH,赣粤高速,Success,True,True,513,6553
603191.SH,望变电气,Success,True,True,513,6553
600606.SH,绿地控股,Success,True,True,513,6553
