code,name,status,ok_1d,ok_1m,count_1d,count_1m
002362.SZ,汉王科技,Success,True,True,513,6567
002779.SZ,中坚科技,Success,True,True,513,6567
300155.SZ,安居宝,Success,True,True,513,6567
002316.SZ,亚联发展,Success,True,True,513,6567
300121.SZ,阳谷华泰,Success,True,True,513,6567
300817.SZ,双飞集团,Success,True,True,513,6567
002791.SZ,坚朗五金,Success,True,True,513,6567
000686.SZ,东北证券,Success,True,True,513,6567
301326.SZ,捷邦科技,Success,True,True,513,6567
300863.SZ,卡倍亿,Success,True,True,513,6567
300915.SZ,海融科技,Success,True,True,513,6567
003013.SZ,地铁设计,Success,True,True,513,6567
002693.SZ,*ST双成,Success,True,True,513,6567
300961.SZ,深水海纳,Success,True,True,513,6567
300057.SZ,万顺新材,Success,True,True,513,6567
300438.SZ,鹏辉能源,Success,True,True,513,6567
000718.SZ,苏宁环球,Success,True,True,513,6567
002214.SZ,*ST大立,Success,True,True,513,6567
300989.SZ,蕾奥规划,Success,True,True,513,6567
002952.SZ,亚世光电,Success,True,True,513,6567
301020.SZ,密封科技,Success,True,True,513,6567
002926.SZ,华西证券,Success,True,True,513,6567
001300.SZ,三柏硕,Success,True,True,513,6567
002497.SZ,雅化集团,Success,True,True,513,6567
000831.SZ,中国稀土,Success,True,True,513,6567
300227.SZ,光韵达,Success,True,True,513,6567
002010.SZ,传化智联,Success,True,True,513,6567
300648.SZ,星云股份,Success,True,True,513,6567
300253.SZ,卫宁健康,Success,True,True,513,6567
000568.SZ,泸州老窖,Success,True,True,513,6568
002064.SZ,华峰化学,Success,True,True,513,6568
002112.SZ,三变科技,Success,True,True,513,6568
002166.SZ,莱茵生物,Success,True,True,513,6568
300351.SZ,永贵电器,Success,True,True,513,6568
301156.SZ,美农生物,Success,True,True,513,6568
002850.SZ,科达利,Success,True,True,513,6568
002595.SZ,豪迈科技,Success,True,True,513,6568
000933.SZ,神火股份,Success,True,True,513,6568
301539.SZ,宏鑫科技,Success,True,True,447,6568
002824.SZ,和胜股份,Success,True,True,513,6568
301122.SZ,采纳股份,Success,True,True,513,6568
000099.SZ,中信海直,Success,True,True,513,6568
001202.SZ,炬申股份,Success,True,True,513,6568
300234.SZ,开尔新材,Success,True,True,513,6568
002418.SZ,康盛股份,Success,True,True,513,6568
002003.SZ,伟星股份,Success,True,True,513,6568
300240.SZ,飞力达,Success,True,True,513,6568
002077.SZ,大港股份,Success,True,True,513,6568
002941.SZ,新疆交建,Success,True,True,513,6568
301047.SZ,义翘神州,Success,True,True,513,6568
001367.SZ,海森药业,Success,True,True,513,6568
000856.SZ,冀东装备,Success,True,True,513,6568
301428.SZ,世纪恒通,Success,True,True,513,6568
000593.SZ,德龙汇能,Success,True,True,513,6568
301033.SZ,迈普医学,Success,True,True,513,6568
002935.SZ,天奥电子,Success,True,True,513,6568
001313.SZ,粤海饲料,Success,True,True,513,6568
002484.SZ,江海股份,Success,True,True,513,6568
000822.SZ,山东海化,Success,True,True,513,6568
002843.SZ,泰嘉股份,Success,True,True,513,6568
002586.SZ,ST围海,Success,True,True,513,6567
000920.SZ,沃顿科技,Success,True,True,513,6568
002837.SZ,英维克,Success,True,True,513,6568
301131.SZ,聚赛龙,Success,True,True,513,6568
001211.SZ,双枪科技,Success,True,True,513,6568
002101.SZ,广东鸿图,Success,True,True,513,6568
001696.SZ,宗申动力,Success,True,True,513,6568
000016.SZ,深康佳Ａ,Success,True,True,513,6568
002175.SZ,东方智造,Success,True,True,513,6568
300759.SZ,康龙化成,Success,True,True,513,6568
300342.SZ,天银机电,Success,True,True,513,6568
000062.SZ,深圳华强,Success,True,True,513,6568
300804.SZ,广康生化,Success,True,True,513,6568
002782.SZ,可立克,Success,True,True,513,6568
002399.SZ,海普瑞,Success,True,True,513,6568
000695.SZ,滨海能源,Success,True,True,513,6568
301335.SZ,天元宠物,Success,True,True,513,6568
300870.SZ,欧陆通,Success,True,True,513,6568
002371.SZ,北方华创,Success,True,True,513,6568
300146.SZ,汤臣倍健,Success,True,True,513,6568
002305.SZ,*ST南置,Success,True,True,513,6568
300898.SZ,熊猫乳品,Success,True,True,513,6568
300132.SZ,青松股份,Success,True,True,513,6568
300529.SZ,健帆生物,Success,True,True,513,6568
000609.SZ,ST中迪,Success,True,True,513,6568
300044.SZ,ST赛为,Success,True,True,513,6568
002273.SZ,水晶光电,Success,True,True,513,6568
002668.SZ,TCL智家,Success,True,True,513,6568
300030.SZ,阳普医疗,Success,True,True,513,6568
002207.SZ,准油股份,Success,True,True,513,6568
000797.SZ,中国武夷,Success,True,True,513,6568
301237.SZ,和顺科技,Success,True,True,513,6568
300906.SZ,日月明,Success,True,True,513,6568
003000.SZ,劲仔食品,Success,True,True,513,6568
301658.SZ,首航新能,Success,True,True,213,6568
300972.SZ,万辰集团,Success,True,True,513,6568
000972.SZ,*ST中基,Success,True,True,513,6568
002865.SZ,钧达股份,Success,True,True,513,6569
301163.SZ,宏德股份,Success,True,True,513,6568
301578.SZ,辰奕智能,Success,True,True,513,6568
000906.SZ,浙商中拓,Success,True,True,513,6569
301117.SZ,佳缘科技,Success,True,True,513,6568
002811.SZ,郑中设计,Success,True,True,513,6569
300797.SZ,钢研纳克,Success,True,True,513,6569
002127.SZ,南极电商,Success,True,True,513,6569
300310.SZ,宜通世纪,Success,True,True,513,6569
301590.SZ,优优绿能,Success,True,True,172,6569
000030.SZ,富奥股份,Success,True,True,513,6569
002153.SZ,石基信息,Success,True,True,513,6569
002548.SZ,金新农,Success,True,True,513,6569
300364.SZ,中文在线,Success,True,True,513,6569
300212.SZ,易华录,Success,True,True,513,6569
300609.SZ,汇纳科技,Success,True,True,513,6569
000529.SZ,广弘控股,Success,True,True,513,6569
301089.SZ,拓新药业,Success,True,True,513,6569
000898.SZ,鞍钢股份,Success,True,True,513,6569
002025.SZ,航天电器,Success,True,True,513,6569
300266.SZ,兴源环境,Success,True,True,513,6569
002051.SZ,中工国际,Success,True,True,513,6569
301061.SZ,匠心家居,Success,True,True,513,6569
002967.SZ,广电计量,Success,True,True,513,6569
002913.SZ,奥士康,Success,True,True,513,6569
301015.SZ,百洋医药,Success,True,True,513,6569
001335.SZ,信凯科技,Success,True,True,205,6569
300695.SZ,兆丰股份,Success,True,True,513,6569
300479.SZ,神思电子,Success,True,True,513,6569
300062.SZ,中能电气,Success,True,True,513,6569
000759.SZ,中百集团,Success,True,True,513,6569
002255.SZ,海陆重工,Success,True,True,513,6569
300016.SZ,北陆药业,Success,True,True,513,6569
002221.SZ,东华能源,Success,True,True,513,6569
301211.SZ,亨迪药业,Success,True,True,513,6569
300491.SZ,通合科技,Success,True,True,513,6569
003026.SZ,中晶科技,Success,True,True,513,6569
300920.SZ,润阳科技,Success,True,True,513,6569
301265.SZ,华新环保,Success,True,True,513,6569
300822.SZ,贝仕达克,Success,True,True,513,6569
301313.SZ,凡拓数创,Success,True,True,513,6569
300188.SZ,国投智能,Success,True,True,513,6569
300593.SZ,新雷能,Success,True,True,513,6569
300856.SZ,科思股份,Success,True,True,513,6569
301367.SZ,瑞迈特,Success,True,True,513,6569
002357.SZ,富临运业,Success,True,True,513,6569
300160.SZ,秀强股份,Success,True,True,513,6569
002738.SZ,中矿资源,Success,True,True,513,6569
002323.SZ,雅博股份,Success,True,True,513,6569
301202.SZ,朗威股份,Success,True,True,513,6569
300099.SZ,尤洛卡,Success,True,True,513,6569
300482.SZ,万孚生物,Success,True,True,513,6569
003035.SZ,南网能源,Success,True,True,513,6569
300933.SZ,中辰股份,Success,True,True,513,6569
301276.SZ,嘉曼服饰,Success,True,True,513,6569
300947.SZ,德必集团,Success,True,True,513,6569
003041.SZ,真爱美家,Success,True,True,513,6569
300071.SZ,福石控股,Success,True,True,513,6569
002246.SZ,北化股份,Success,True,True,513,6569
300005.SZ,探路者,Success,True,True,513,6569
002629.SZ,仁智股份,Success,True,True,513,6570
002232.SZ,启明信息,Success,True,True,513,6570
002344.SZ,海宁皮城,Success,True,True,513,6570
300568.SZ,星源材质,Success,True,True,513,6570
300173.SZ,ST福能,Success,True,True,513,6569
002330.SZ,得利斯,Success,True,True,513,6570
300107.SZ,建新股份,Success,True,True,513,6570
300831.SZ,派瑞股份,Success,True,True,513,6570
301300.SZ,远翔新材,Success,True,True,513,6569
300580.SZ,贝斯特,Success,True,True,513,6570
300845.SZ,捷安高科,Success,True,True,513,6570
000989.SZ,九芝堂,Success,True,True,513,6570
002134.SZ,天津普林,Success,True,True,513,6570
300303.SZ,聚飞光电,Success,True,True,513,6570
300718.SZ,长盛轴承,Success,True,True,513,6570
301198.SZ,喜悦智行,Success,True,True,513,6570
002140.SZ,东华科技,Success,True,True,513,6570
300377.SZ,赢时胜,Success,True,True,513,6570
002876.SZ,三利谱,Success,True,True,513,6570
301170.SZ,锡南科技,Success,True,True,513,6570
000915.SZ,华特达因,Success,True,True,513,6570
002802.SZ,洪汇新材,Success,True,True,513,6570
300784.SZ,利安科技,Success,True,True,411,6570
301072.SZ,中捷精工,Success,True,True,513,6570
301469.SZ,恒达新材,Success,True,True,513,6570
000863.SZ,三湘印象,Success,True,True,513,6570
002900.SZ,哈三联,Success,True,True,513,6570
301006.SZ,迈拓股份,Success,True,True,513,6570
001326.SZ,联域股份,Success,True,True,513,6570
300686.SZ,智动力,Success,True,True,513,6570
300201.SZ,海伦哲,Success,True,True,513,6570
002036.SZ,联创电子,Success,True,True,513,6570
300275.SZ,梅安森,Success,True,True,513,6570
000155.SZ,川能动力,Success,True,True,513,6570
002042.SZ,华孚时尚,Success,True,True,513,6570
002459.SZ,晶澳科技,Success,True,True,513,6570
300955.SZ,嘉亨家化,Success,True,True,513,6570
300490.SZ,华自科技,Success,True,True,513,6570
301210.SZ,金杨精密,Success,True,True,513,6570
003027.SZ,同兴科技,Success,True,True,513,6570
300921.SZ,南凌科技,Success,True,True,513,6570
300017.SZ,网宿科技,Success,True,True,513,6570
000758.SZ,中色股份,Success,True,True,513,6570
300063.SZ,天龙集团,Success,True,True,513,6570
300478.SZ,杭州高新,Success,True,True,513,6570
001872.SZ,招商港口,Success,True,True,513,6570
002254.SZ,泰和新材,Success,True,True,513,6570
002322.SZ,理工能科,Success,True,True,513,6570
002739.SZ,万达电影,Success,True,True,513,6570
300115.SZ,长盈精密,Success,True,True,513,6570
002356.SZ,赫美集团,Success,True,True,513,6570
300161.SZ,华中数控,Success,True,True,513,6570
300857.SZ,协创数据,Success,True,True,513,6570
301366.SZ,一博科技,Success,True,True,513,6570
300823.SZ,建科智能,Success,True,True,513,6570
300592.SZ,华凯易佰,Success,True,True,513,6570
300189.SZ,神农种业,Success,True,True,513,6570
301312.SZ,智立方,Success,True,True,513,6570
002549.SZ,凯美特气,Success,True,True,513,6570
002152.SZ,广电运通,Success,True,True,513,6570
000045.SZ,深纺织Ａ,Success,True,True,513,6570
300365.SZ,恒华科技,Success,True,True,513,6570
002126.SZ,银轮股份,Success,True,True,513,6570
000031.SZ,大悦城,Success,True,True,513,6570
301591.SZ,肯特股份,Success,True,True,478,6570
300311.SZ,ST任子行,Success,True,True,513,6570
300796.SZ,贝斯美,Success,True,True,513,6570
001236.SZ,弘业期货,Success,True,True,513,6571
301116.SZ,益客食品,Success,True,True,513,6570
002810.SZ,山东赫达,Success,True,True,513,6571
000973.SZ,佛塑科技,Success,True,True,513,6571
002864.SZ,盘龙药业,Success,True,True,513,6571
301162.SZ,国能日新,Success,True,True,513,6571
300694.SZ,蠡湖股份,Success,True,True,513,6571
002912.SZ,中新赛克,Success,True,True,513,6571
301060.SZ,兰卫医学,Success,True,True,513,6571
002966.SZ,苏州银行,Success,True,True,513,6571
300267.SZ,尔康制药,Success,True,True,513,6571
002050.SZ,三花智控,Success,True,True,513,6571
301088.SZ,戎美股份,Success,True,True,513,6571
000528.SZ,柳 工,Success,True,True,513,6571
300608.SZ,思特奇,Success,True,True,513,6571
300213.SZ,佳讯飞鸿,Success,True,True,513,6571
000899.SZ,赣能股份,Success,True,True,513,6571
002024.SZ,ST易购,Success,True,True,513,6571
300785.SZ,值得买,Success,True,True,513,6571
001225.SZ,和泰机电,Success,True,True,513,6571
301105.SZ,鸿铭股份,Success,True,True,513,6571
002803.SZ,吉宏股份,Success,True,True,513,6571
000960.SZ,锡业股份,Success,True,True,513,6571
002877.SZ,智能自控,Success,True,True,513,6571
301171.SZ,易点天下,Success,True,True,513,6571
002141.SZ,贤丰控股,Success,True,True,513,6571
000056.SZ,皇庭国际,Success,True,True,513,6571
300376.SZ,易事特,Success,True,True,513,6571
000988.SZ,华工科技,Success,True,True,513,6571
002135.SZ,东南网架,Success,True,True,513,6571
301199.SZ,迈赫股份,Success,True,True,513,6571
300719.SZ,安达维尔,Success,True,True,513,6571
300302.SZ,同有科技,Success,True,True,513,6571
300274.SZ,阳光电源,Success,True,True,513,6571
002458.SZ,益生股份,Success,True,True,513,6571
002043.SZ,兔 宝 宝,Success,True,True,513,6571
300200.SZ,高盟新材,Success,True,True,513,6571
002037.SZ,保利联合,Success,True,True,513,6571
300687.SZ,赛意信息,Success,True,True,513,6571
002901.SZ,大博医疗,Success,True,True,513,6571
301007.SZ,德迈仕,Success,True,True,513,6571
000816.SZ,智慧农业,Success,True,True,513,6571
301468.SZ,博盈特焊,Success,True,True,513,6571
301073.SZ,君亭酒店,Success,True,True,513,6571
002975.SZ,博杰股份,Success,True,True,513,6571
000862.SZ,银星能源,Success,True,True,513,6571
300004.SZ,南风股份,Success,True,True,513,6571
002233.SZ,塔牌集团,Success,True,True,513,6571
002628.SZ,成都路桥,Success,True,True,513,6571
300070.SZ,碧水源,Success,True,True,513,6571
002247.SZ,聚力文化,Success,True,True,513,6571
301277.SZ,新天地,Success,True,True,513,6571
300946.SZ,恒而达,Success,True,True,513,6571
003040.SZ,楚天龙,Success,True,True,513,6571
300483.SZ,首华燃气,Success,True,True,513,6571
300098.SZ,高新兴,Success,True,True,513,6571
301203.SZ,国泰环保,Success,True,True,513,6571
301618.SZ,长联科技,Success,True,True,333,6571
300932.SZ,三友联众,Success,True,True,513,6571
300844.SZ,山水比德,Success,True,True,513,6571
300830.SZ,金现代,Success,True,True,513,6571
300581.SZ,晨曦航空,Success,True,True,513,6571
301301.SZ,川宁生物,Success,True,True,513,6571
002331.SZ,皖通科技,Success,True,True,513,6572
300106.SZ,西部牧业,Success,True,True,513,6572
002345.SZ,潮宏基,Success,True,True,513,6572
300172.SZ,中电环保,Success,True,True,513,6572
300569.SZ,天能重工,Success,True,True,513,6572
300252.SZ,金信诺,Success,True,True,513,6572
300649.SZ,杭州园林,Success,True,True,513,6572
002065.SZ,东华软件,Success,True,True,513,6572
300226.SZ,上海钢联,Success,True,True,513,6572
002011.SZ,盾安环境,Success,True,True,513,6572
001301.SZ,尚太科技,Success,True,True,513,6572
301021.SZ,英诺激光,Success,True,True,513,6572
002927.SZ,泰永长征,Success,True,True,513,6572
000581.SZ,威孚高科,Success,True,True,513,6572
000830.SZ,鲁西化工,Success,True,True,513,6572
002496.SZ,*ST辉丰,Success,True,True,513,6572
002953.SZ,日丰股份,Success,True,True,513,6572
301055.SZ,张小泉,Success,True,True,513,6572
000932.SZ,华菱钢铁,Success,True,True,513,6572
002594.SZ,比亚迪,Success,True,True,513,6572
001203.SZ,大中矿业,Success,True,True,513,6572
002825.SZ,纳尔股份,Success,True,True,513,6572
301123.SZ,奕东电子,Success,True,True,513,6572
301538.SZ,骏鼎达,Success,True,True,463,6572
001277.SZ,速达股份,Success,True,True,350,6572
301157.SZ,华塑科技,Success,True,True,513,6572
002851.SZ,麦格米特,Success,True,True,513,6572
002167.SZ,东方锆业,Success,True,True,513,6572
000070.SZ,特发信息,Success,True,True,513,6572
300350.SZ,华鹏飞,Success,True,True,513,6572
002508.SZ,老板电器,Success,True,True,513,6572
000004.SZ,*ST国华,Success,True,True,513,6572
300324.SZ,旋极信息,Success,True,True,513,6572
300862.SZ,蓝盾光电,Success,True,True,513,6572
301353.SZ,普莱得,Success,True,True,513,6572
002790.SZ,瑞尔特,Success,True,True,513,6572
300816.SZ,艾可蓝,Success,True,True,513,6572
301327.SZ,华宝新能,Success,True,True,513,6572
002317.SZ,众生药业,Success,True,True,513,6572
300120.SZ,经纬辉开,Success,True,True,513,6572
002778.SZ,中晟高科,Success,True,True,513,6572
002363.SZ,隆基机械,Success,True,True,513,6572
300154.SZ,瑞凌股份,Success,True,True,513,6572
000719.SZ,中原传媒,Success,True,True,513,6572
300439.SZ,美康生物,Success,True,True,513,6572
300022.SZ,吉峰科技,Success,True,True,513,6572
300988.SZ,津荣天宇,Success,True,True,513,6572
002215.SZ,诺 普 信,Success,True,True,513,6572
300056.SZ,中创环保,Success,True,True,513,6572
002261.SZ,拓维信息,Success,True,True,513,6572
301251.SZ,威尔高,Success,True,True,513,6572
300960.SZ,通业科技,Success,True,True,513,6572
301225.SZ,恒勃股份,Success,True,True,513,6572
000785.SZ,居然智家,Success,True,True,513,6572
002289.SZ,*ST宇顺,Success,True,True,513,6572
002692.SZ,远程股份,Success,True,True,513,6572
003012.SZ,东鹏控股,Success,True,True,513,6572
300899.SZ,*ST凯鑫,Success,True,True,513,6572
002304.SZ,洋河股份,Success,True,True,513,6572
000608.SZ,*ST阳光,Success,True,True,513,6572
300528.SZ,幸福蓝海,Success,True,True,513,6573
300133.SZ,华策影视,Success,True,True,513,6573
002370.SZ,亚太药业,Success,True,True,513,6573
300147.SZ,ST香雪,Success,True,True,513,6573
300871.SZ,回盛生物,Success,True,True,513,6573
002398.SZ,垒知集团,Success,True,True,513,6573
002783.SZ,凯龙股份,Success,True,True,513,6573
300805.SZ,电声股份,Success,True,True,513,6573
300973.SZ,立高食品,Success,True,True,513,6573
301236.SZ,软通动力,Success,True,True,513,6573
000796.SZ,凯撒旅业,Success,True,True,513,6573
002681.SZ,奋达科技,Success,True,True,513,6573
300907.SZ,康平科技,Success,True,True,513,6573
003001.SZ,中岩大地,Success,True,True,513,6573
300031.SZ,宝通科技,Success,True,True,513,6573
002206.SZ,海 利 得,Success,True,True,513,6573
300045.SZ,华力创通,Success,True,True,513,6573
002669.SZ,康达新材,Success,True,True,513,6573
002272.SZ,川润股份,Success,True,True,513,6573
301032.SZ,新柴股份,Success,True,True,513,6573
301429.SZ,森泰股份,Success,True,True,513,6573
000592.SZ,平潭发展,Success,True,True,513,6573
000823.SZ,超声电子,Success,True,True,513,6573
002485.SZ,ST雪发,Success,True,True,513,6572
001366.SZ,播恩集团,Success,True,True,513,6573
002940.SZ,昂利康,Success,True,True,513,6573
301046.SZ,能辉科技,Success,True,True,513,6573
300241.SZ,瑞丰光电,Success,True,True,513,6573
002076.SZ,*ST星光,Success,True,True,513,6573
300235.SZ,方直科技,Success,True,True,513,6573
002419.SZ,天虹股份,Success,True,True,513,6573
002174.SZ,游族网络,Success,True,True,513,6573
000063.SZ,中兴通讯,Success,True,True,513,6573
300343.SZ,ST联创,Success,True,True,513,6573
300758.SZ,七彩化学,Success,True,True,513,6573
002100.SZ,天康生物,Success,True,True,513,6573
000017.SZ,深中华A,Success,True,True,513,6573
300337.SZ,银邦股份,Success,True,True,513,6573
000921.SZ,海信家电,Success,True,True,513,6573
002587.SZ,奥拓电子,Success,True,True,513,6573
001210.SZ,金房能源,Success,True,True,513,6573
002836.SZ,新宏泽,Success,True,True,513,6573
301130.SZ,西点药业,Success,True,True,513,6573
000955.SZ,欣龙控股,Success,True,True,513,6573
002842.SZ,翔鹭钨业,Success,True,True,513,6573
300184.SZ,力源信息,Success,True,True,513,6573
000657.SZ,中钨高新,Success,True,True,507,6573
300577.SZ,开润股份,Success,True,True,513,6573
002734.SZ,利民股份,Success,True,True,513,6573
000623.SZ,吉林敖东,Success,True,True,513,6573
301383.SZ,天键股份,Success,True,True,513,6573
300118.SZ,东方日升,Success,True,True,513,6573
300503.SZ,昊志机电,Success,True,True,513,6573
000755.SZ,山西高速,Success,True,True,513,6573
300475.SZ,香农芯创,Success,True,True,513,6573
002259.SZ,升达林业,Success,True,True,513,6573
002642.SZ,荣联科技,Success,True,True,513,6573
000721.SZ,西安饮食,Success,True,True,513,6573
301281.SZ,科源制药,Success,True,True,513,6573
300401.SZ,花园生物,Success,True,True,513,6573
002636.SZ,金安国纪,Success,True,True,513,6573
300086.SZ,康芝药业,Success,True,True,513,6573
301606.SZ,绿联科技,Success,True,True,377,6573
301269.SZ,华大九天,Success,True,True,513,6573
300958.SZ,建工修复,Success,True,True,513,6573
000525.SZ,红太阳,Success,True,True,513,6574
002983.SZ,芯瑞达,Success,True,True,513,6574
301085.SZ,亚康股份,Success,True,True,513,6573
300605.SZ,恒锋信息,Success,True,True,513,6574
002432.SZ,九安医疗,Success,True,True,513,6573
002029.SZ,七 匹 狼,Success,True,True,513,6574
000551.SZ,创元科技,Success,True,True,513,6574
300671.SZ,富满微,Success,True,True,513,6574
002446.SZ,盛路通信,Success,True,True,513,6574
001339.SZ,智微智能,Success,True,True,513,6574
300699.SZ,光威复材,Success,True,True,513,6574
301019.SZ,宁波色母,Success,True,True,513,6574
002869.SZ,金溢科技,Success,True,True,513,6574
300380.SZ,安硕信息,Success,True,True,513,6574
301500.SZ,飞南资源,Success,True,True,513,6574
002530.SZ,金财互联,Success,True,True,513,6574
301187.SZ,欧圣电气,Success,True,True,513,6574
002881.SZ,美格智能,Success,True,True,513,6574
300707.SZ,威唐工业,Success,True,True,513,6574
002544.SZ,普天科技,Success,True,True,513,6574
000048.SZ,京基智农,Success,True,True,513,6574
300773.SZ,拉卡拉,Success,True,True,513,6574
300368.SZ,汇金股份,Success,True,True,513,6574
002978.SZ,安宁股份,Success,True,True,513,6574
300291.SZ,百纳千成,Success,True,True,513,6574
000536.SZ,华映科技,Success,True,True,513,6574
002990.SZ,盛视科技,Success,True,True,513,6574
301096.SZ,百诚医药,Success,True,True,513,6574
300616.SZ,尚品宅配,Success,True,True,513,6574
002421.SZ,达实智能,Success,True,True,513,6574
000887.SZ,中鼎股份,Success,True,True,513,6574
000159.SZ,国际实业,Success,True,True,513,6574
300662.SZ,科锐国际,Success,True,True,513,6574
300279.SZ,和晶科技,Success,True,True,513,6574
002455.SZ,百川股份,Success,True,True,513,6574
002523.SZ,天桥起重,Success,True,True,513,6574
000985.SZ,大庆华科,Success,True,True,513,6574
002138.SZ,顺络电子,Success,True,True,513,6574
002892.SZ,科力尔,Success,True,True,513,6574
002557.SZ,洽洽食品,Success,True,True,513,6574
300760.SZ,迈瑞医疗,Success,True,True,513,6574
301567.SZ,贝隆精密,Success,True,True,503,6574
000919.SZ,金陵药业,Success,True,True,513,6574
001228.SZ,永泰运,Success,True,True,513,6574
300393.SZ,中来股份,Success,True,True,513,6574
300788.SZ,中信出版,Success,True,True,513,6574
301108.SZ,洁雅股份,Success,True,True,513,6574
002348.SZ,高乐股份,Success,True,True,513,6574
002753.SZ,永东股份,Success,True,True,513,6574
300564.SZ,筑博设计,Success,True,True,513,6574
002727.SZ,一心堂,Success,True,True,513,6574
000630.SZ,铜陵有色,Success,True,True,513,6574
301390.SZ,经纬股份,Success,True,True,513,6574
300510.SZ,金冠股份,Success,True,True,513,6574
300197.SZ,节能铁汉,Success,True,True,513,6574
300849.SZ,锦盛新材,Success,True,True,513,6574
301378.SZ,通达海,Success,True,True,513,6574
300095.SZ,华伍股份,Success,True,True,513,6574
003039.SZ,顺控发展,Success,True,True,513,6574
300466.SZ,赛摩智能,Success,True,True,513,6574
002651.SZ,利君股份,Success,True,True,513,6574
301292.SZ,海科新源,Success,True,True,513,6574
300009.SZ,安科生物,Success,True,True,513,6574
300412.SZ,迦南科技,Success,True,True,513,6574
002625.SZ,光启技术,Success,True,True,513,6574
000009.SZ,中国宝安,Success,True,True,513,6575
300329.SZ,海伦钢琴,Success,True,True,513,6575
300732.SZ,设研院,Success,True,True,513,6575
002571.SZ,德力股份,Success,True,True,513,6575
300746.SZ,汉嘉数智,Success,True,True,513,6575
002599.SZ,盛通股份,Success,True,True,513,6575
002182.SZ,宝武镁业,Success,True,True,513,6575
301535.SZ,浙江华远,Success,True,True,217,6575
002828.SZ,贝肯能源,Success,True,True,513,6575
001378.SZ,德冠新材,Success,True,True,513,6575
301058.SZ,中粮科工,Success,True,True,513,6575
002080.SZ,中材科技,Success,True,True,513,6575
000510.SZ,新金路,Success,True,True,513,6575
001390.SZ,古麒绒材,Success,True,True,176,6575
002407.SZ,多氟多,Success,True,True,513,6575
000564.SZ,供销大集,Success,True,True,513,6575
300644.SZ,南京聚隆,Success,True,True,513,6575
002068.SZ,黑猫股份,Success,True,True,513,6575
000788.SZ,北大医药,Success,True,True,513,6575
301633.SZ,港迪技术,Success,True,True,310,6575
301228.SZ,实朴检测,Success,True,True,513,6575
002284.SZ,亚太股份,Success,True,True,513,6575
300919.SZ,中伟新材,Success,True,True,513,6575
300440.SZ,运达科技,Success,True,True,513,6575
002677.SZ,浙江美大,Success,True,True,513,6575
300434.SZ,金石亚药,Success,True,True,513,6575
300985.SZ,致远新能,Success,True,True,513,6575
002603.SZ,以岭药业,Success,True,True,513,6575
002218.SZ,拓日新能,Success,True,True,513,6575
002775.SZ,文科股份,Success,True,True,513,6575
300542.SZ,新晨科技,Success,True,True,513,6575
300159.SZ,*ST新研,Success,True,True,513,6575
300887.SZ,谱尼测试,Success,True,True,513,6575
002701.SZ,奥瑞金,Success,True,True,513,6575
300536.SZ,农尚环境,Success,True,True,513,6575
002386.SZ,天原股份,Success,True,True,513,6575
300453.SZ,三鑫医疗,Success,True,True,513,6575
300048.SZ,合康新能,Success,True,True,513,6575
002664.SZ,信质集团,Success,True,True,513,6575
000707.SZ,双环科技,Success,True,True,513,6575
300427.SZ,红相股份,Success,True,True,513,6575
300996.SZ,普联软件,Success,True,True,513,6575
002297.SZ,博云新材,Success,True,True,513,6575
002395.SZ,双象股份,Success,True,True,513,6575
300808.SZ,久量股份,Success,True,True,513,6575
301339.SZ,通行宝,Success,True,True,513,6575
002766.SZ,索菱股份,Success,True,True,513,6575
300551.SZ,古鳌科技,Success,True,True,513,6575
300894.SZ,火星人,Success,True,True,513,6575
002712.SZ,思美传媒,Success,True,True,513,6575
002309.SZ,中利集团,Success,True,True,513,6575
000605.SZ,渤海股份,Success,True,True,513,6575
300525.SZ,博思软件,Success,True,True,513,6575
000958.SZ,电投产融,Success,True,True,513,6575
001269.SZ,欧晶科技,Success,True,True,513,6575
301149.SZ,隆华新材,Success,True,True,513,6575
301552.SZ,科力装备,Success,True,True,381,6575
002191.SZ,劲嘉股份,Success,True,True,513,6575
301526.SZ,国际复材,Success,True,True,513,6575
002516.SZ,旷达科技,Success,True,True,513,6575
000401.SZ,金隅冀东,Success,True,True,513,6576
300721.SZ,怡达股份,Success,True,True,513,6576
002179.SZ,中航光电,Success,True,True,513,6576
002562.SZ,兄弟科技,Success,True,True,513,6576
300755.SZ,华致酒行,Success,True,True,513,6575
000503.SZ,国新健康,Success,True,True,513,6576
300238.SZ,冠昊生物,Success,True,True,513,6576
300623.SZ,捷捷微电,Success,True,True,513,6576
002414.SZ,高德红外,Success,True,True,513,6576
300657.SZ,弘信电子,Success,True,True,513,6576
002460.SZ,赣锋锂业,Success,True,True,513,6576
002939.SZ,长城证券,Success,True,True,513,6576
002488.SZ,金固股份,Success,True,True,513,6576
002093.SZ,国脉科技,Success,True,True,513,6576
300395.SZ,菲利华,Success,True,True,513,6576
002808.SZ,*ST恒久,Success,True,True,513,6576
301515.SZ,港通医疗,Success,True,True,513,6576
000983.SZ,山西焦煤,Success,True,True,513,6576
301192.SZ,泰祥股份,Success,True,True,513,6576
000029.SZ,深深房Ａ,Success,True,True,513,6576
301589.SZ,诺瓦星云,Success,True,True,486,6576
300712.SZ,永福股份,Success,True,True,513,6576
002551.SZ,尚荣医疗,Success,True,True,513,6576
